author;id_publication
Michele Covell;reference/tf/BalujaC008
Michael Fink 0002;reference/tf/BalujaC008
James Trulove;reference/tf/Trulove11a
Christoph Dorn;reference/tf/DornDS08
Schahram Dustdar;reference/tf/DornDS08
Daniel Schall 0001;reference/tf/DornDS08
Gruia Calinescu;reference/tf/CalinescuFW08
Ophir Frieder;reference/tf/CalinescuFW08
Peng-Jun Wan;reference/tf/CalinescuFW08
Dharma P. Agrawal;reference/tf/AgrawalBGJMS08b
Ratnabali Biswas;reference/tf/AgrawalBGJMS08b
Aditya Gupta;reference/tf/AgrawalBGJMS08b
Neha Jain 0001;reference/tf/AgrawalBGJMS08b
Anindo Mukherjee;reference/tf/AgrawalBGJMS08b
Sandhya Sekhar;reference/tf/AgrawalBGJMS08b
Oliver Holland;reference/tf/HollandSA08
Gbenga Salami;reference/tf/HollandSA08
A. Hamid Aghvami;reference/tf/HollandSA08
Lal C. Godara;reference/tf/Godara08b
Ahmed K. Elhakeem;reference/tf/Elhakeem08a
Ben Rothke;reference/tf/Rothke11
George G. McBride;reference/tf/McBride11c
Abdulmotaleb El-Saddik;reference/tf/El-SaddikH08a
M. Shamim Hossain;reference/tf/El-SaddikH08a
Konstantinos Chorianopoulos;reference/tf/Chorianopoulos08
Keith Pasley;reference/tf/Pasley11b
Jenq-Shiou Leu;reference/tf/Leu08
Amoakoh Gyasi-Agyei;reference/tf/Gyasi-Agyei08
Michael Pike;reference/tf/Pike11a
Foster J. Henderson;reference/tf/HendersonC11
Kellina M. Craig-Henderson;reference/tf/HendersonC11
Lajos Hanzo;reference/tf/HanzoY08
Lie-Liang Yang;reference/tf/HanzoY08
Sean M. Price;reference/tf/Price11
Thomas M. Chen;reference/tf/ChenN08
Nhut Nguyen;reference/tf/ChenN08
William C. Boni;reference/tf/Boni11
Rebecca Herold;reference/tf/Herold11c
Keith Pasley;reference/tf/Pasley11a
Abdulmotaleb El-Saddik;reference/tf/El-SaddikR08
Andrew Roczniak;reference/tf/El-SaddikR08
Raj Acharya;reference/tf/AcharyaRSV08
Sridhar Radhakrishnan;reference/tf/AcharyaRSV08
Venkatesh Sarangan;reference/tf/AcharyaRSV08
Aravindhan Venkateswaran;reference/tf/AcharyaRSV08
Samuel W. Chun;reference/tf/Chun11b
Edward H. Freeman;reference/tf/Freeman11a
Georges J. Jahchan;reference/tf/Jahchan11a
Jonathan Held;reference/tf/Held11b
Jörg Diederich 0001;reference/tf/DiederichZ08
Martina Zitterbart;reference/tf/DiederichZ08
Watit Benjapolakul;reference/tf/BenjapolakulT08
Ha Duyen Trung;reference/tf/BenjapolakulT08
Marcus Rogers;reference/tf/Rogers11a
Raymond Steele;reference/tf/Steele08
Kevin Henry 0001;reference/tf/Henry11i
Franjo Majstor;reference/tf/Majstor11
Min Qin;reference/tf/QinZ08
Roger Zimmermann;reference/tf/QinZ08
Ralph Spencer Poore;reference/tf/Poore11d
Claudio E. Palazzi;reference/tf/PalazziPRF08
Giovanni Pau 0001;reference/tf/PalazziPRF08
Marco Roccetti;reference/tf/PalazziPRF08
Stefano Ferretti;reference/tf/PalazziPRF08
Anton Chuvakin;reference/tf/Chuvakin11
Watit Benjapolakul;reference/tf/BenjapolakulH08
Bongkarn Homnan;reference/tf/BenjapolakulH08
Per Thorsheim;reference/tf/Thorsheim11
Matt Nelson;reference/tf/Nelson11
Chuck Bianco;reference/tf/Bianco11
Douglas C. Merrill;reference/tf/MerrillF11
Eran Feigenbaum;reference/tf/MerrillF11
Md. Mahbubul Haque;reference/tf/HaqueMMBR08
Jelena V. Misic;reference/tf/HaqueMMBR08
Vojislav B. Misic;reference/tf/HaqueMMBR08
Subir Biswas;reference/tf/HaqueMMBR08
Saeed Rashwand;reference/tf/HaqueMMBR08
Michael Losavio;reference/tf/LosavioEK11
Adel Elmaghraby;reference/tf/LosavioEK11
Deborah W. Keeling;reference/tf/LosavioEK11
Chadi Assi;reference/tf/AssiBDMO08
Prabir Bhattacharya;reference/tf/AssiBDMO08
Mourad Debbabi;reference/tf/AssiBDMO08
Mona Mehrandish;reference/tf/AssiBDMO08
Hadi Otrok;reference/tf/AssiBDMO08
Javek Ikbal;reference/tf/Ikbal11
Brian T. Geffert;reference/tf/Geffert11
Sean Scanlon;reference/tf/Scanlon11
Syed Ahson;reference/tf/Ahson08b
Glenn Cater;reference/tf/Cater11
Jeffrey Davis;reference/tf/Davis11
Kate Borten;reference/tf/Borten11
Arjen P. de Vries;reference/tf/VriesR008
Marcel J. T. Reinders;reference/tf/VriesR008
Jun Wang 0012;reference/tf/VriesR008
Bonnie A. Goins Pilewski;reference/tf/Pilewski11a
Daniel D. Houser;reference/tf/Houser11
Robby Fussell;reference/tf/Fussell11b
Paul Mermelstein;reference/tf/Mermelstein08
Lynda L. McGhie;reference/tf/McGhie11d
Nadjib Badache;reference/tf/BadacheD08
Djamel Djenouri;reference/tf/BadacheD08
Ed Skoudis;reference/tf/Skoudis11c
Georgia Frantzeskou;reference/forensics/FrantzeskouMS10
Stephen G. MacDonell;reference/forensics/FrantzeskouMS10
Efstathios Stamatatos;reference/forensics/FrantzeskouMS10
Gian Luca Marcialis;reference/forensics/MarcialisRCD10
Fabio Roli;reference/forensics/MarcialisRCD10
Pietro Coli;reference/forensics/MarcialisRCD10
Giovanni Delogu;reference/forensics/MarcialisRCD10
Christopher A. Canning;reference/forensics/CanningW10
Baoying Wang;reference/forensics/CanningW10
Lodovico Marziale;reference/forensics/MarzialeMRRS10
Santhi Movva;reference/forensics/MarzialeMRRS10
Golden G. Richard III;reference/forensics/MarzialeMRRS10
Vassil Roussev;reference/forensics/MarzialeMRRS10
Loren Schwiebert;reference/forensics/MarzialeMRRS10
Bo Zhou 0001;reference/forensics/ZhouSM10
Qi Shi;reference/forensics/ZhouSM10
Madjid Merabti;reference/forensics/ZhouSM10
Xiaoling Chen;reference/forensics/ChenPDCS10
Rohan D. W. Perera;reference/forensics/ChenPDCS10
Ziqian Dong;reference/forensics/ChenPDCS10
Rajarathnam Chandramouli;reference/forensics/ChenPDCS10
Koduvayur P. Subbalakshmi;reference/forensics/ChenPDCS10
Antonio Savoldi;reference/forensics/SavoldiG10
Paolo Gubian;reference/forensics/SavoldiG10
Stefan Katzenbeisser 0001;reference/forensics/KatzenbeisserLS10
Huajian Liu;reference/forensics/KatzenbeisserLS10
Martin Steinebach;reference/forensics/KatzenbeisserLS10
Gian Piero Zarri;reference/forensics/Zarri10
Hong Cai;reference/forensics/CaiA10
Sos S. Agaian;reference/forensics/CaiA10
Matthew Sorell;reference/forensics/Sorell10
Lynn Margaret Batten;reference/forensics/BattenP10
Lei Pan 0002;reference/forensics/BattenP10
Patrizio Campisi;reference/forensics/CampisiMN10
Emanuele Maiorana;reference/forensics/CampisiMN10
Alessandro Neri 0001;reference/forensics/CampisiMN10
Thomas M. Chen;reference/forensics/Chen10
Adel Elmaghraby;reference/forensics/ElmaghrabyKL10
Deborah W. Keeling;reference/forensics/ElmaghrabyKL10
Michael Losavio;reference/forensics/ElmaghrabyKL10
Roberto Caldelli;reference/forensics/CaldelliAPRU10
Irene Amerini;reference/forensics/CaldelliAPRU10
Francesco Picchioni;reference/forensics/CaldelliAPRU10
Alessia De Rosa;reference/forensics/CaldelliAPRU10
Francesca Uccheddu;reference/forensics/CaldelliAPRU10
Ricci S. C. Ieong;reference/forensics/IeongLCKL10
Pierre K. Y. Lai;reference/forensics/IeongLCKL10
K. P. Chow;reference/forensics/IeongLCKL10
Michael Y. K. Kwan;reference/forensics/IeongLCKL10
Frank Y. W. Law;reference/forensics/IeongLCKL10
Xi Zhao;reference/forensics/ZhaoH10
Anthony T. S. Ho;reference/forensics/ZhaoH10
Michael I. Cohen;reference/forensics/Cohen10
Tim Rawlinson;reference/forensics/RawlinsonBW10
Abhir Bhalerao;reference/forensics/RawlinsonBW10
Li Wang 0005;reference/forensics/RawlinsonBW10
Pawel T. Puslecki;reference/forensics/Puslecki10
Cosimo Anglano;reference/forensics/Anglano10
Jo Anne Cote;reference/ethics/CoteP07
Eun G. Park;reference/ethics/CoteP07
Wenbing Zhao 0001;reference/ethics/Zhao07
Jeffrey Roy;reference/ethics/Roy07
Alan Sixsmithm;reference/ethics/Sixsmithm07
Antonio Grillo;reference/ethics/Grillo07
Ephraim Nissan;reference/ethics/Nissan07a
Gianluigi Me;reference/ethics/Me07
John R. Drake;reference/ethics/Drake07
Salam Abdallah;reference/ethics/Abdallah07
James P. Lawler;reference/ethics/Lawler07
Heather Fulford;reference/ethics/FulfordD07
Neil F. Doherty;reference/ethics/FulfordD07
Thomas F. Stafford;reference/ethics/Stafford07
Sheng-Uei Guan;reference/ethics/Guan07a
A. Srivastava;reference/ethics/Srivastava07
S. B. Thomson;reference/ethics/Srivastava07
Jianxia Du;reference/ethics/Du07
Amanda Third;reference/ethics/Third07
Benjamin J. Halpert;reference/ethics/Halpert07
Charles R. Crowell;reference/ethics/Crowell07
Zack Jourdan;reference/ethics/Jourdan07
M. J. Warren;reference/ethics/Warren07
Calin Gurau;reference/ethics/Gurau07
Sabah S. Al-Fedaghi;reference/ethics/Al-Fedaghi07
Kathleen Gray;reference/ethics/Gray07
Stephanie Etter;reference/ethics/EtterPM07
Patricia G. Phillips;reference/ethics/EtterPM07
Ashli M. Molinero;reference/ethics/EtterPM07
Udo Richard Averweg;reference/ethics/Averweg07
Savvas Papagiannidis;reference/ethics/PapagiannidisB07
Michael Bourlakis;reference/ethics/PapagiannidisB07
Laurel Evelyn Dyson;reference/ethics/Dyson07
Prajesh N. Chhanabhai;reference/ethics/Chhanabhai07
Julia Kotlarsky;reference/ethics/KotlarskyOH07
Ilan Oshri;reference/ethics/KotlarskyOH07
Corey Hirsch;reference/ethics/KotlarskyOH07
Sutirtha Chatterjee;reference/ethics/Chatterjee07
Robert J. Cole;reference/ethics/Cole07
Omer Mahmood;reference/ethics/Mahmood07
Reggie Becker;reference/ethics/BeckerSJ07
Mark B. Schmidt;reference/ethics/BeckerSJ07
Allen C. Johnston;reference/ethics/BeckerSJ07
Sophie Nichol;reference/ethics/Nichol07
Christopher H. Walker;reference/ethics/Walker07
Kevin B. Korb;reference/ethics/Korb07
Lynley Hocking;reference/ethics/Hocking07
Yang Xiang 0001;reference/ethics/XiangZ07
Wanlei Zhou;reference/ethics/XiangZ07
Jan Skalicky Hanson;reference/ethics/Hanson07
Dianne Currier;reference/ethics/Currier07
Elza Dunkels;reference/ethics/DunkelsE07
AnnBritt Enochsson;reference/ethics/DunkelsE07
Ralf Isenmann;reference/ethics/Isenmann07
Leanne Ngo;reference/ethics/Ngo07
Alessandro Arbore;reference/ethics/Arbore07
Yifeng Shen;reference/ethics/Shen07
Sheng-Uei Guan;reference/ethics/Guan07
John Wang;reference/ethics/Wang07
Bong Wee Kiau;reference/ethics/Kiau07
Jengchung V. Chen;reference/ethics/Chen07
Kirsten Ellis;reference/ethics/Ellis07
Ephraim Nissan;reference/ethics/Nissan07c
Manish Gupta;reference/ethics/Gupta07
Elizabeth Buchanan;reference/ethics/Buchanan07
Sushma Mishra;reference/ethics/Mishra07
Sanjay Jasola;reference/ethics/Jasola07
Terry T. Kidd;reference/ethics/KiddH07
Robert K. Hiltbrand;reference/ethics/KiddH07
Pasi Tyrväskylä;reference/ethics/Tyrvaskyla07
Zbigniew W. Ras;reference/ethics/RasI07
Seunghyun Im;reference/ethics/RasI07
Dick Whiddett;reference/ethics/Whiddett07
Jalal Kawash;reference/ethics/Kawash07
Christopher Beggs;reference/ethics/Beggs07
M. J. Warren;reference/ethics/Warren07a
Pravin Shetty;reference/ethics/ShettyL07a
Seng Wai Loke;reference/ethics/ShettyL07a
Koon-Ying Raymond Li;reference/ethics/LiS07
James Sofra;reference/ethics/LiS07
Matthew Butler 0002;reference/ethics/Butler07
Mohammad Abdolmohammadi;reference/ethics/Abdolmohammadi07
Thomas J. Tribunella;reference/ethics/TribunellaT07
Heidi R. Tribunella;reference/ethics/TribunellaT07
Joseph A. Cazier;reference/ethics/CazierL07
Ryan C. LaBrie;reference/ethics/CazierL07
Lori N. K. Leonard;reference/ethics/Leonard07
Alicia Ruvinsky;reference/ethics/Ruvinsky07
Sabah S. Al-Fedaghi;reference/ethics/Al-Fedaghi07a
Nilmini Wickramasinghe;reference/ethics/Wickramasinghe07
Gregory Paperin;reference/ethics/Paperin07
Carmel McNaught;reference/ethics/McNaught07
Melissa Dark;reference/ethics/DarkEMCY07
Richard G. Epstein;reference/ethics/DarkEMCY07
Linda Morales;reference/ethics/DarkEMCY07
Terry Countermine;reference/ethics/DarkEMCY07
Qing Yuan;reference/ethics/DarkEMCY07
Belinda Davis Lazarus;reference/ethics/Lazarus07
Ephraim Nissan;reference/ethics/Nissan07
Paul Sugden;reference/ethics/Sugden07
Ulia Popova-Gosart;reference/ethics/Popova-Gosart07
Fei Xue;reference/ethics/Xue07
Michael J. Chapple;reference/ethics/Chapple07
Ajita Rattani;reference/ethics/Rattani07
Ramaswamy Palaniappan;reference/ethics/PalaniappanP07
Lalit M. Patnaik;reference/ethics/PalaniappanP07
Alistair Irons;reference/ethics/IronsB07
Roger Boyle;reference/ethics/IronsB07
Katina Michael;reference/ethics/Michael07
Ephraim Nissan;reference/ethics/Nissan07b
Bernd Carsten Stahl;reference/ethics/Stahl07
Michelle M. Ramim;reference/ethics/Ramim07
Pankaj Kamthan;reference/ethics/Kamthan07
Irene Chen;reference/ethics/ChenK07
Terry T. Kidd;reference/ethics/ChenK07
Pravin Shetty;reference/ethics/ShettyL07
Seng Wai Loke;reference/ethics/ShettyL07
Wenbing Zhao 0001;reference/ethics/Zhao07a
Michael Douma;reference/ethics/DoumaG07
Eduard J. Gamito;reference/ethics/DoumaG07
Yefim Kats;reference/ethics/Kats07
Tagelsir Mohamed Gasmelseid;reference/ethics/Gasmelseid07
Isabelle Bloch;reference/spatial/BlochHR07
Henk J. A. M. Heijmans;reference/spatial/BlochHR07
Christian Ronse;reference/spatial/BlochHR07
Philippe Balbiani;reference/spatial/BalbianiGKV07
Valentin Goranko;reference/spatial/BalbianiGKV07
Ruaan Kellerman;reference/spatial/BalbianiGKV07
Dimiter Vakarelov;reference/spatial/BalbianiGKV07
Johan van Benthem;reference/spatial/BenthemB07
Guram Bezhanishvili;reference/spatial/BenthemB07
Jochen Renz;reference/spatial/RenzN07
Bernhard Nebel;reference/spatial/RenzN07
Roman Kontchakov;reference/spatial/KontchakovKWZ07
Agi Kurucz;reference/spatial/KontchakovKWZ07
Frank Wolter;reference/spatial/KontchakovKWZ07
Michael Zakharyaschev;reference/spatial/KontchakovKWZ07
Steven Vickers;reference/spatial/Vickers07
Brandon Bennett;reference/spatial/BennettD07
Ivo Düntsch;reference/spatial/BennettD07
Ian Pratt-Hartmann;reference/spatial/Pratt-Hartmann07
Rohit Parikh;reference/spatial/ParikhMS07
Lawrence S. Moss;reference/spatial/ParikhMS07
Chris Steinsvold;reference/spatial/ParikhMS07
Achille C. Varzi;reference/spatial/Varzi07
Hajnal Andréka;reference/spatial/AndrekaMN07
Judit X. Madarász;reference/spatial/AndrekaMN07
István Németi;reference/spatial/AndrekaMN07
Floris Geerts;reference/spatial/GeertsK07
Bart Kuijpers;reference/spatial/GeertsK07
Marco Aiello 0001;reference/spatial/AielloPB07
Ian Pratt-Hartmann;reference/spatial/AielloPB07
Johan van Benthem;reference/spatial/AielloPB07
Philip Kremer;reference/spatial/KremerM07
Grigori Mints;reference/spatial/KremerM07
Michael B. Smyth;reference/spatial/SmythW07
Julian Webster;reference/spatial/SmythW07
Judy Jeng;reference/dlhandbook/Jeng09
Payam M. Barnaghi;reference/dlhandbook/BarnaghiWK09
Wei Wang 0042;reference/dlhandbook/BarnaghiWK09
Jayan C. Kurian;reference/dlhandbook/BarnaghiWK09
Carmen Galvez;reference/dlhandbook/Galvez09
Shiyan Ou;reference/dlhandbook/OuKG09
Christopher S. G. Khoo;reference/dlhandbook/OuKG09
Dion Hoe-Lian Goh;reference/dlhandbook/OuKG09
Stephan Strodl;reference/dlhandbook/StrodlBR09
Christoph Becker 0001;reference/dlhandbook/StrodlBR09
Andreas Rauber;reference/dlhandbook/StrodlBR09
Yongqing Ma;reference/dlhandbook/MaCO09
Warwick Clegg;reference/dlhandbook/MaCO09
Ann O'Brien;reference/dlhandbook/MaCO09
Wan Ab. Kadir Wan Dollah;reference/dlhandbook/DollahS09
Diljit Singh;reference/dlhandbook/DollahS09
Michael B. Twidale;reference/dlhandbook/TwidaleN09
David M. Nichols;reference/dlhandbook/TwidaleN09
George Pyrounakis;reference/dlhandbook/PyrounakisN09
Mara Nikolaidou;reference/dlhandbook/PyrounakisN09
Cláudio de Souza Baptista;reference/dlhandbook/BaptistaS09
Ulrich Schiel;reference/dlhandbook/BaptistaS09
Hepu Deng;reference/dlhandbook/Deng09
O. Cantán Casbas;reference/dlhandbook/CasbasNZ09
Javier Nogueras-Iso;reference/dlhandbook/CasbasNZ09
F. Javier Zarazaga-Soria;reference/dlhandbook/CasbasNZ09
Ana Kovacevic;reference/dlhandbook/KovacevicD09
Vladan Devedzic;reference/dlhandbook/KovacevicD09
Thomas Lidy;reference/dlhandbook/LidyR09
Andreas Rauber;reference/dlhandbook/LidyR09
Leonardo Bermón-Angarita;reference/dlhandbook/Bermon-AngaritaSSG09
Antonio de Amescua Seco;reference/dlhandbook/Bermon-AngaritaSSG09
Maria Isabel Sánchez Segura;reference/dlhandbook/Bermon-AngaritaSSG09
Javier García Guzmán;reference/dlhandbook/Bermon-AngaritaSSG09
Taha Osman;reference/dlhandbook/OsmanTS09
Dhavalkumar Thakker;reference/dlhandbook/OsmanTS09
Gerald Schaefer;reference/dlhandbook/OsmanTS09
Piedad Garrido Picazo;reference/dlhandbook/PicazoSV09
Jesús Tramullas Saz;reference/dlhandbook/PicazoSV09
Manuel Coll Villalta;reference/dlhandbook/PicazoSV09
Han Lee Yen;reference/dlhandbook/Yen09
Frances L. Lightsom;reference/dlhandbook/LightsomA09
Alan O. Allwardt;reference/dlhandbook/LightsomA09
Kanwal Ameen;reference/dlhandbook/AmeenR09
Muhammad Rafiq;reference/dlhandbook/AmeenR09
Natalie Lee-San Pang;reference/dlhandbook/Pang09
Rubén Béjar;reference/dlhandbook/BejarNLMZ09
Javier Nogueras-Iso;reference/dlhandbook/BejarNLMZ09
Miguel Ángel Latre;reference/dlhandbook/BejarNLMZ09
Pedro Rafael Muro-Medrano;reference/dlhandbook/BejarNLMZ09
F. Javier Zarazaga-Soria;reference/dlhandbook/BejarNLMZ09
Gerald Schaefer;reference/dlhandbook/Schaefer09
Gerald Schaefer;reference/dlhandbook/Schaefer09a
Ian H. Witten;reference/dlhandbook/WittenB09
David Bainbridge 0001;reference/dlhandbook/WittenB09
Schubert Foo;reference/dlhandbook/FooTGN09
Yin Leng Theng;reference/dlhandbook/FooTGN09
Dion Hoe-Lian Goh;reference/dlhandbook/FooTGN09
Jin-Cheon Na;reference/dlhandbook/FooTGN09
Juha Kettunen;reference/dlhandbook/Kettunen09
Dion Hoe-Lian Goh;reference/dlhandbook/GohRCLF09
Khasfariyati Razikin;reference/dlhandbook/GohRCLF09
Alton Yeow-Kuan Chua;reference/dlhandbook/GohRCLF09
Chei Sian Lee;reference/dlhandbook/GohRCLF09
Schubert Foo;reference/dlhandbook/GohRCLF09
Thomas Mandl 0001;reference/dlhandbook/Mandl09
Nuria Lloret Romero;reference/dlhandbook/RomeroMCA09
Margarita Cabrera Méndez;reference/dlhandbook/RomeroMCA09
Alicia Sellés Carot;reference/dlhandbook/RomeroMCA09
Lilia Fernandez Aquino;reference/dlhandbook/RomeroMCA09
Ali Shiri;reference/dlhandbook/Shiri09
Stephen Kimani;reference/dlhandbook/KimaniPCA09
Emanuele Panizzi;reference/dlhandbook/KimaniPCA09
Tiziana Catarci;reference/dlhandbook/KimaniPCA09
Marhgerita Antona;reference/dlhandbook/KimaniPCA09
Faisal Ahmad;reference/dlhandbook/AhmadSD09
Tamara Sumner;reference/dlhandbook/AhmadSD09
Holly Devaul;reference/dlhandbook/AhmadSD09
Leonardo Candela;reference/dlhandbook/CandelaCP09
Donatella Castelli;reference/dlhandbook/CandelaCP09
Pasquale Pagano;reference/dlhandbook/CandelaCP09
Yin Leng Theng;reference/dlhandbook/ThengLNFG09
Nyein Chan Lwin Lwin;reference/dlhandbook/ThengLNFG09
Jin-Cheon Na;reference/dlhandbook/ThengLNFG09
Schubert Foo;reference/dlhandbook/ThengLNFG09
Dion Hoe-Lian Goh;reference/dlhandbook/ThengLNFG09
Gerald Schaefer;reference/dlhandbook/SchaeferR09
Simon Ruszala;reference/dlhandbook/SchaeferR09
Sofia Stamou;reference/dlhandbook/Stamou09
Robert Neumayer;reference/dlhandbook/NeumayerR09
Andreas Rauber;reference/dlhandbook/NeumayerR09
Wolfgang Ratzek;reference/dlhandbook/Ratzek09
Fu Lee Wang;reference/dlhandbook/WangY09
Christopher C. Yang;reference/dlhandbook/WangY09
Giovanni Semeraro;reference/dlhandbook/SemeraroBGL09
Pierpaolo Basile;reference/dlhandbook/SemeraroBGL09
Marco de Gemmis;reference/dlhandbook/SemeraroBGL09
Pasquale Lops;reference/dlhandbook/SemeraroBGL09
Chew-Hung Chang;reference/dlhandbook/ChangH09
John G. Hedberg;reference/dlhandbook/ChangH09
Jian-Hua Yeh;reference/dlhandbook/YehSC09
Shun-hong Sie;reference/dlhandbook/YehSC09
Chao-Chen Chen;reference/dlhandbook/YehSC09
K. S. Chudamani;reference/dlhandbook/ChudamaniN09
H. C. Nagarathna;reference/dlhandbook/ChudamaniN09
Sarah-Jane Saravani;reference/dlhandbook/Saravani09
Irene Lourdi;reference/dlhandbook/LourdiN09
Mara Nikolaidou;reference/dlhandbook/LourdiN09
Mila M. Ramos;reference/dlhandbook/RamosAFS09
Luz Marina Alvaré;reference/dlhandbook/RamosAFS09
Cecilia Ferreyra;reference/dlhandbook/RamosAFS09
Peter Shelton;reference/dlhandbook/RamosAFS09
Jin-Cheon Na;reference/dlhandbook/NaTGTF09
Tun Thura Thet;reference/dlhandbook/NaTGTF09
Dion Hoe-Lian Goh;reference/dlhandbook/NaTGTF09
Yin Leng Theng;reference/dlhandbook/NaTGTF09
Schubert Foo;reference/dlhandbook/NaTGTF09
Juan C. Lavariega;reference/dlhandbook/LavariegaGSG09
Lorena G. Gomez-Martinez;reference/dlhandbook/LavariegaGSG09
Martha Sordia-Salinas;reference/dlhandbook/LavariegaGSG09
David A. Garza-Salazar;reference/dlhandbook/LavariegaGSG09
Mohammed Nasser Al-Suqri;reference/dlhandbook/Al-SuqriF09
Esther O. A. Fatuyi;reference/dlhandbook/Al-SuqriF09
Soh Whee Kheng Grace;reference/dlhandbook/Grace09
Neide Santos;reference/dlhandbook/SantosCV09
Fernanda C. A. Campos;reference/dlhandbook/SantosCV09
Regina M. M. Braga Villela;reference/dlhandbook/SantosCV09
Stefano Paolozzi;reference/dlhandbook/PaolozziFG09
Fernando Ferri;reference/dlhandbook/PaolozziFG09
Patrizia Grifoni;reference/dlhandbook/PaolozziFG09
Spyros Veronikis;reference/dlhandbook/VeronikisTP09
Giannis Tsakonas;reference/dlhandbook/VeronikisTP09
Christos Papatheodorou;reference/dlhandbook/VeronikisTP09
Wooil Kim;reference/dlhandbook/KimH09
John H. L. Hansen;reference/dlhandbook/KimH09
Svenja Hagenhoff;reference/dlhandbook/HagenhoffOS09
Björn Ortelbach;reference/dlhandbook/HagenhoffOS09
Lutz Seidenfaden;reference/dlhandbook/HagenhoffOS09
Seungwon Yang;reference/dlhandbook/YangWPO09
Barbara M. Wildemuth;reference/dlhandbook/YangWPO09
Jeffrey Pomerantz;reference/dlhandbook/YangWPO09
Sanghee Oh;reference/dlhandbook/YangWPO09
Hideyasu Sasaki;reference/dlhandbook/Sasaki09
Sagar Chaki;reference/mc/ChakiG18
Arie Gurfinkel;reference/mc/ChakiG18
Dimitra Giannakopoulou;reference/mc/GiannakopoulouNP18
Kedar S. Namjoshi;reference/mc/GiannakopoulouNP18
Corina S. Pasareanu;reference/mc/GiannakopoulouNP18
Dennis Dams;reference/mc/DamsG18
Orna Grumberg;reference/mc/DamsG18
Robert P. Kurshan;reference/mc/Kurshan18
Randal E. Bryant;reference/mc/Bryant18
Natarajan Shankar;reference/mc/Shankar18
Orna Kupferman;reference/mc/Kupferman18
Patrice Godefroid;reference/mc/GodefroidS18
Koushik Sen;reference/mc/GodefroidS18
Ranjit Jhala;reference/mc/JhalaPR18
Andreas Podelski;reference/mc/JhalaPR18
Andrey Rybalchenko;reference/mc/JhalaPR18
Armin Biere;reference/mc/BiereK18
Daniel Kröning;reference/mc/BiereK18
Parosh Aziz Abdulla;reference/mc/AbdullaST18
A. Prasad Sistla;reference/mc/AbdullaST18
Muralidhar Talupur;reference/mc/AbdullaST18
Edmund M. Clarke;reference/mc/ClarkeHV18
Thomas A. Henzinger;reference/mc/ClarkeHV18
Helmut Veith;reference/mc/ClarkeHV18
João Marques-Silva 0001;reference/mc/Marques-SilvaM18
Sharad Malik;reference/mc/Marques-SilvaM18
Clark W. Barrett;reference/mc/BarrettT18
Cesare Tinelli;reference/mc/BarrettT18
Laurent Doyen 0001;reference/mc/0001FPP18
Goran Frehse;reference/mc/0001FPP18
George J. Pappas;reference/mc/0001FPP18
André Platzer;reference/mc/0001FPP18
Gerard J. Holzmann;reference/mc/Holzmann18
Sanjit A. Seshia;reference/mc/SeshiaST18
Natasha Sharygina;reference/mc/SeshiaST18
Stavros Tripakis;reference/mc/SeshiaST18
Christel Baier;reference/mc/BaierAFK18
Luca de Alfaro;reference/mc/BaierAFK18
Vojtech Forejt;reference/mc/BaierAFK18
Marta Kwiatkowska;reference/mc/BaierAFK18
David A. Basin;reference/mc/BasinCM18
Cas Cremers;reference/mc/BasinCM18
Catherine A. Meadows;reference/mc/BasinCM18
Julian C. Bradfield;reference/mc/BradfieldW18
Igor Walukiewicz;reference/mc/BradfieldW18
Aarti Gupta;reference/mc/GuptaKQT18
Vineet Kahlon;reference/mc/GuptaKQT18
Shaz Qadeer;reference/mc/GuptaKQT18
Tayssir Touili;reference/mc/GuptaKQT18
Nir Piterman;reference/mc/PitermanP18
Amir Pnueli;reference/mc/PitermanP18
Kenneth L. McMillan;reference/mc/McMillan18
Rupak Majumdar;reference/mc/MajumdarR18
Jean-François Raskin;reference/mc/MajumdarR18
Doron Peled;reference/mc/Peled18
Rajeev Alur;reference/mc/AlurBE18
Ahmed Bouajjani;reference/mc/AlurBE18
Javier Esparza;reference/mc/AlurBE18
Cindy Eisner;reference/mc/EisnerF18
Dana Fisman;reference/mc/EisnerF18
Roderick Bloem;reference/mc/BloemCJ18
Krishnendu Chatterjee;reference/mc/BloemCJ18
Barbara Jobstmann;reference/mc/BloemCJ18
Tom Melham;reference/mc/Melham18
Dirk Beyer 0001;reference/mc/BeyerGS18
Sumit Gulwani;reference/mc/BeyerGS18
David A. Schmidt;reference/mc/BeyerGS18
Patricia Bouyer;reference/mc/BouyerFLMO018
Uli Fahrenberg;reference/mc/BouyerFLMO018
Kim Guldstrand Larsen;reference/mc/BouyerFLMO018
Nicolas Markey;reference/mc/BouyerFLMO018
Joël Ouaknine;reference/mc/BouyerFLMO018
James Worrell 0001;reference/mc/BouyerFLMO018
Rance Cleaveland;reference/mc/CleavelandRS18
A. W. Roscoe 0001;reference/mc/CleavelandRS18
Scott A. Smolka;reference/mc/CleavelandRS18
Michael T. Goodrich;reference/cg/Goodrich04
Bernard Chazelle;reference/cg/Chazelle04
Gil Kalai;reference/cg/Kalai04
Marjorie Senechal;reference/cg/Senechal04
Gregory A. Kabatiansky;reference/cg/KabatianskyR04
J. A. Rush;reference/cg/KabatianskyR04
Dan Halperin;reference/cg/Halperin04
Rephael Wenger;reference/cg/Wenger04
Neil L. White;reference/cg/White04
