author;id_publication
Tamal K. Dey;reference/cg/Dey04
Bhubaneswar Mishra;reference/cg/Mishra04
János Pach;reference/cg/Pach04
Steven Skiena;reference/cg/Skiena04
Piotr Indyk;reference/cg/IndykM04
Jirí Matousek 0001;reference/cg/IndykM04
Ravi Janardan;reference/cg/JanardanW04
Tony C. Woo;reference/cg/JanardanW04
Carl W. Lee;reference/cg/Lee04
Rolf Schneider 0001;reference/cg/Schneider04
Joseph O'Rourke;reference/cg/ORourke04
Doris Schattschneider;reference/cg/SchattschneiderS04
Marjorie Senechal;reference/cg/SchattschneiderS04
Dan Halperin;reference/cg/HalperinKL04
Lydia E. Kavraki;reference/cg/HalperinKL04
Jean-Claude Latombe;reference/cg/HalperinKL04
Marc J. van Kreveld;reference/cg/Kreveld04
Louis J. Billera;reference/cg/BilleraB04
Anders Björner;reference/cg/BilleraB04
Egon Schulte;reference/cg/SchulteB04
Ulrich Brehm;reference/cg/SchulteB04
Michael Joswig;reference/cg/Joswig04
Robert Connelly;reference/cg/ConnellyD04
Erik D. Demaine;reference/cg/ConnellyD04
Jeffrey S. Salowe;reference/cg/Salowe04
Peter Gritzmann;reference/cg/GritzmannK04
Victor Klee;reference/cg/GritzmannK04
Jacob E. Goodman;reference/cg/Goodman04
Herbert Edelsbrunner;reference/cg/Edelsbrunner04
Jarek Rossignac;reference/cg/Rossignac04
Chandrajit L. Bajaj;reference/cg/Bajaj04
Solomon W. Golomb;reference/cg/GolombK04
David A. Klarner;reference/cg/GolombK04
Roberto Tamassia;reference/cg/TamassiaL04
Giuseppe Liotta;reference/cg/TamassiaL04
David M. Mount;reference/cg/Mount04
Ronald L. Graham;reference/cg/Graham04
Joseph O'Rourke;reference/cg/ORourkeS04
Subhash Suri;reference/cg/ORourkeS04
Micha Sharir;reference/cg/Sharir04
Jürgen Richter-Gebert;reference/cg/Richter-GebertZ04
Günter M. Ziegler;reference/cg/Richter-GebertZ04
Lutz Kettner;reference/cg/KettnerN04
Stefan Näher;reference/cg/KettnerN04
Steven Fortune;reference/cg/Fortune04
János Pach;reference/cg/Pach04a
Joseph S. B. Mitchell;reference/cg/Mitchell04
Otfried Cheong;reference/cg/CheongMR04
Ketan Mulmuley;reference/cg/CheongMR04
Edgar Ramos;reference/cg/CheongMR04
Jack Snoeyink;reference/cg/Snoeyink04
Marco Pellegrini 0001;reference/cg/Pellegrini04
Martin E. Dyer;reference/cg/DyerMW04
Nimrod Megiddo;reference/cg/DyerMW04
Emo Welzl;reference/cg/DyerMW04
Leonidas J. Guibas;reference/cg/Guibas04
Dinesh Manocha;reference/cg/ManochaL04
Ming C. Lin;reference/cg/ManochaL04
Gert Vegter;reference/cg/Vegter04
J. Ralph Alexander;reference/cg/AlexanderBC04
József Beck;reference/cg/AlexanderBC04
William W. L. Chen;reference/cg/AlexanderBC04
Rade T. Zivaljevic;reference/cg/Zivaljevic04
Alexander I. Barvinok;reference/cg/Barvinok04
Peter J. Rousseeuw;reference/cg/RousseeuwS04
Anja Struyf;reference/cg/RousseeuwS04
Piotr Indyk;reference/cg/Indyk04
Gábor Fejes Tóth;reference/cg/Toth04
Walter Whiteley;reference/cg/Whiteley04
Michael J. Todd;reference/cg/Todd04
Raimund Seidel;reference/cg/Seidel04
Joseph O'Rourke;reference/cg/ORourkeT04
Godfried T. Toussaint;reference/cg/ORourkeT04
Christoph M. Hoffmann;reference/cg/Hoffmann04
Pankaj K. Agarwal;reference/cg/Agarwal04
David P. Dobkin;reference/cg/DobkinT04
Seth J. Teller;reference/cg/DobkinT04
Chee K. Yap;reference/cg/Yap04
Marshall W. Bern;reference/cg/Bern04
Egon Schulte;reference/cg/Schulte04
Martin Henk;reference/cg/HenkRZ04
Jürgen Richter-Gebert;reference/cg/HenkRZ04
Günter M. Ziegler;reference/cg/HenkRZ04
Elayne W. Coakes;reference/knowledge/CoakesC11
Steve Clarke;reference/knowledge/CoakesC11
Kevin R. Parker;reference/knowledge/Parkeri11
Philip S. Nitse;reference/knowledge/Parkeri11
Daniel Andriessen;reference/knowledge/Andriessen11
Franz Hofer;reference/knowledge/Hofer11
Geraldine Ryan;reference/knowledge/RyanS11
Edward Shinnick;reference/knowledge/RyanS11
Syed Shariq;reference/knowledge/ShariqV11
Morten Thanning Vendelø;reference/knowledge/ShariqV11
Giovanni Maria Sacco;reference/knowledge/Sacco11
Scott Paquette;reference/knowledge/Paquette11
Chad Saunders;reference/knowledge/Saunders11
Phillip Ein-Dor;reference/knowledge/Ein-Dor11
Dieter Fink;reference/knowledge/FinkD11
Georg Disterer;reference/knowledge/FinkD11
Glenn Munkvold;reference/knowledge/Munkvold11
Kostas S. Metaxiotis;reference/knowledge/Metaxiotis11
Paul H. J. Hendriks;reference/knowledge/HendriksS11
Célio A. A. Sousa;reference/knowledge/HendriksS11
Rajesh Natarajan;reference/knowledge/NatarajanS11
B. Shekar;reference/knowledge/NatarajanS11
Matteo Cristani;reference/knowledge/CristaniC11
Roberta Cuel;reference/knowledge/CristaniC11
William Buchholz;reference/knowledge/Buchholz11
Rose Dieng-Kuntz;reference/knowledge/Dieng-Kuntz11
Jeroen Kraaijenbrink;reference/knowledge/KraaijenbrinkW11
Fons Wijnhoven;reference/knowledge/KraaijenbrinkW11
Thomas Hädrich;reference/knowledge/HadrichM11
Ronald Maier;reference/knowledge/HadrichM11
William R. King;reference/knowledge/King11
David T. Croasdell;reference/knowledge/CroasdellW11
Y. Ken Wang;reference/knowledge/CroasdellW11
Daniel W. Gillman;reference/knowledge/GillmanF11
Frank Farance;reference/knowledge/GillmanF11
Zuopeng Zhang 0001;reference/knowledge/Zhang11
Gil Ariely;reference/knowledge/Ariely11
Roberta Cuel;reference/knowledge/CuelBB11
Paolo Bouquet;reference/knowledge/CuelBB11
Matteo Bonifacio;reference/knowledge/CuelBB11
Mark E. Nissen;reference/knowledge/NissenL11
Raymond E. Levitt;reference/knowledge/NissenL11
Barry Atkinson;reference/knowledge/AtkinsonB11
Frada Burstein;reference/knowledge/AtkinsonB11
H. Hsu;reference/knowledge/Hsu11
Keith Lindsey;reference/knowledge/Lindsey11
Salvatore Parise;reference/knowledge/Parise11
Viviane Farias da Costa;reference/knowledge/CostaOS11
Jonice Oliveira;reference/knowledge/CostaOS11
Jano Moreira de Souza;reference/knowledge/CostaOS11
Daniel Davenport;reference/knowledge/DavenportH11
Clyde W. Holsapple;reference/knowledge/DavenportH11
Gian Piero Zarri;reference/knowledge/Zarri11a
Murray E. Jennex;reference/knowledge/Jennex11a
Kam Vat;reference/knowledge/Vat11
François Pachet;reference/knowledge/Pachet11
Konstantinos Ergazakis;reference/knowledge/ErgazakisME11
Kostas S. Metaxiotis;reference/knowledge/ErgazakisME11
Emmanouil Ergazakis;reference/knowledge/ErgazakisME11
Sue Newell;reference/knowledge/Newell11
Dongming Xu;reference/knowledge/XuW11
Huaiqing Wang;reference/knowledge/XuW11
Leon Sterling;reference/knowledge/Sterling11
Pankaj Kamthan;reference/knowledge/KamthanP11
Hsueh-Ieng Pai;reference/knowledge/KamthanP11
Reed Nelson;reference/knowledge/NelsonH11
H. Y. Hsu;reference/knowledge/NelsonH11
Suzanne Zyngier;reference/knowledge/Zyngier11
Ronald Goldsmith;reference/knowledge/GoldsmithP11
Kishore Pillai;reference/knowledge/GoldsmithP11
William M. Farmer;reference/knowledge/Farmer11
George Tsekouras;reference/knowledge/TsekourasR11
George Roussos;reference/knowledge/TsekourasR11
Rick L. Wilson;reference/knowledge/WilsonRA11a
Peter A. Rosen;reference/knowledge/WilsonRA11a
Mohammad Saad Al-Ahmadi;reference/knowledge/WilsonRA11a
Gian Piero Zarri;reference/knowledge/Zarri11b
Jürgen Brock;reference/knowledge/BrockZ11
Yu Zhou;reference/knowledge/BrockZ11
Hans Berends;reference/knowledge/BerendsBW11
Hans van der Bij;reference/knowledge/BerendsBW11
Mathieu Weggeman;reference/knowledge/BerendsBW11
Fons Wijnhoven;reference/knowledge/Wijnhoven11
Uday R. Kulkarni;reference/knowledge/KulkarniF11
Ronald D. Freeze;reference/knowledge/KulkarniF11
Fernando Ferri;reference/knowledge/FerriG11
Patrizia Grifoni;reference/knowledge/FerriG11
Murray E. Jennex;reference/knowledge/Jennex11
John Zeleznikow;reference/knowledge/Zeleznikow11
Dov Te'eni;reference/knowledge/Teeni11
Pankaj Kamthan;reference/knowledge/KamthanF11
Terrill Fancott;reference/knowledge/KamthanF11
Eduardo Rodriguez;reference/knowledge/RodriguezE11
John S. Edwards;reference/knowledge/RodriguezE11
Patrick Fong;reference/knowledge/Fong11
Tom Butler;reference/knowledge/Butler11
John Grant;reference/knowledge/GrantM11
Jack Minker;reference/knowledge/GrantM11
Carolyn Jacobson;reference/knowledge/Jacobson11
Roy Williams;reference/knowledge/Williams11a
Atreyi Kankanhalli;reference/knowledge/KankanhalliTW11
Bernard C. Y. Tan;reference/knowledge/KankanhalliTW11
Kwok Kee Wei;reference/knowledge/KankanhalliTW11
Nelson Leung;reference/knowledge/Leung11
Gabriel Cepeda Carrion;reference/knowledge/Carrion11
Helen Hasan;reference/knowledge/Hasan11
Frada Burstein;reference/knowledge/BursteinL11
Henry Linger;reference/knowledge/BursteinL11
Rick L. Wilson;reference/knowledge/WilsonRA11
Peter A. Rosen;reference/knowledge/WilsonRA11
Mohammad Saad Al-Ahmadi;reference/knowledge/WilsonRA11
Kees Boersma;reference/knowledge/BoersmaK11
Sytze Kingma;reference/knowledge/BoersmaK11
Irma Becerra-Fernandez;reference/knowledge/Becerra-FernandezS11
Rajiv Sabherwal;reference/knowledge/Becerra-FernandezS11
Simona Colucci;reference/knowledge/ColucciNSDM11
Tommaso Di Noia;reference/knowledge/ColucciNSDM11
Eugenio Di Sciascio;reference/knowledge/ColucciNSDM11
Francesco M. Donini;reference/knowledge/ColucciNSDM11
Marina Mongiello;reference/knowledge/ColucciNSDM11
Karen Corral;reference/knowledge/CorralLL11
Ryan C. LaBrie;reference/knowledge/CorralLL11
Robert D. St. Louis;reference/knowledge/CorralLL11
Dave Snowden;reference/knowledge/Snowden11
Steve Woods;reference/knowledge/WoodsPKQ11
Steve Poteet;reference/knowledge/WoodsPKQ11
Anne Kao;reference/knowledge/WoodsPKQ11
Lesley Quach;reference/knowledge/WoodsPKQ11
Nilmini Wickramasinghe;reference/knowledge/Wickramasinghe11
Tom Butler;reference/knowledge/ButlerM11
Ciaran Murphy;reference/knowledge/ButlerM11
Iris Reychav;reference/knowledge/ReychavW11
Jacob Weisberg;reference/knowledge/ReychavW11
Roy Williams;reference/knowledge/Williams11
Gian Piero Zarri;reference/knowledge/Zarri11
Alfs T. Berztiss;reference/knowledge/Berztiss11a
David G. Schwartz;reference/knowledge/Schwartz11
Doron Tauber;reference/knowledge/TauberS11
David G. Schwartz;reference/knowledge/TauberS11
Paul H. J. Hendriks;reference/knowledge/Hendriks11
Christie M. Fuller;reference/knowledge/FullerW11
Rick L. Wilson;reference/knowledge/FullerW11
Volker Derballa;reference/knowledge/DerballaP11a
Key Pousttchi;reference/knowledge/DerballaP11a
Jean-Yves Fortier;reference/knowledge/FortierK11
Gilles Kassel;reference/knowledge/FortierK11
Eyal Yaniv;reference/knowledge/YanivS11
David G. Schwartz;reference/knowledge/YanivS11
Irena M. Ali;reference/knowledge/AliWP11
Leoni Warne;reference/knowledge/AliWP11
Celina Pascoe;reference/knowledge/AliWP11
Kam Vat;reference/knowledge/Vat11a
Ronald Maier;reference/knowledge/MaierH11
Thomas Hädrich;reference/knowledge/MaierH11
Guy A. Boy;reference/knowledge/BoyB11
Yvonne Barnard;reference/knowledge/BoyB11
Ilan Oshri;reference/knowledge/Oshri11
Forrest Shull;reference/knowledge/ShullFSL11
Raimund L. Feldmann;reference/knowledge/ShullFSL11
Michele A. Shaw;reference/knowledge/ShullFSL11
Michelle Lambert;reference/knowledge/ShullFSL11
Shiraj Khan;reference/knowledge/KhanGG11
Auroop R. Ganguly;reference/knowledge/KhanGG11
Amar Gupta;reference/knowledge/KhanGG11
Frank Land;reference/knowledge/LandAN11a
Urooj Amjad;reference/knowledge/LandAN11a
Sevasti-Melissa Nolas;reference/knowledge/LandAN11a
Raul M. Abril;reference/knowledge/Abril11a
Duncan Shaw;reference/knowledge/Shaw11
Raul M. Abril;reference/knowledge/Abril11
Torgeir Dingsøyr;reference/knowledge/Dingsoyr11
G. Scott Erickson;reference/knowledge/EricksonR11
Helen N. Rothberg;reference/knowledge/EricksonR11
Ciara Heavin;reference/knowledge/HeavinN11
Karen Neville;reference/knowledge/HeavinN11
Dov Dori;reference/knowledge/Dori11
Clyde W. Holsapple;reference/knowledge/HolsappleJ11
K. D. Joshi 0001;reference/knowledge/HolsappleJ11
Shambhu J. Upadhyaya;reference/knowledge/UpadhyayaRP11
H. Raghav Rao;reference/knowledge/UpadhyayaRP11
G. Padmanabhan;reference/knowledge/UpadhyayaRP11
Alfs T. Berztiss;reference/knowledge/Berztiss11
Volker Derballa;reference/knowledge/DerballaP11
Key Pousttchi;reference/knowledge/DerballaP11
César Camisón;reference/knowledge/CamisonFF11
Beatriz Forés;reference/knowledge/CamisonFF11
María Fabra;reference/knowledge/CamisonFF11
Dianne J. Hall;reference/knowledge/HallC11
David T. Croasdell;reference/knowledge/HallC11
Shyamala Sivakumar;reference/knowledge/Sivakumar11
Z. M. Ma;reference/knowledge/Ma11
Sajjad M. Jasimuddin;reference/knowledge/JasimuddinCK11
N. A. D. Connell;reference/knowledge/JasimuddinCK11
Jonathan H. Klein;reference/knowledge/JasimuddinCK11
Gil Ariely;reference/knowledge/Ariely11a
George Tovstiga;reference/knowledge/TovstigaKDM11
Len Korot;reference/knowledge/TovstigaKDM11
Leo-Paul Dana;reference/knowledge/TovstigaKDM11
Gerard McElwee;reference/knowledge/TovstigaKDM11
Hamid R. Ekbia;reference/knowledge/EkbiaH11
Noriko Hara;reference/knowledge/EkbiaH11
Daniel Davenport;reference/knowledge/DavenportH11a
Clyde W. Holsapple;reference/knowledge/DavenportH11a
Maris G. Martinsons;reference/knowledge/MartinsonsD11
Robert M. Davison;reference/knowledge/MartinsonsD11
Kerry Tanner;reference/knowledge/Tanner11
Sueh Ing Su;reference/knowledge/SuC11
Raymond Chiong;reference/knowledge/SuC11
Juan Real;reference/knowledge/RealLR11
Antonio Leal;reference/knowledge/RealLR11
Jose Roldan;reference/knowledge/RealLR11
Ettore Bolisani;reference/knowledge/BolisaniS11
Enrico Scarso;reference/knowledge/BolisaniS11
Ian Douglas;reference/knowledge/Douglas11
Susan P. Imberman;reference/knowledge/ImbermanT11
Abdullah Uz Tansel;reference/knowledge/ImbermanT11
John Sparrow;reference/knowledge/Sparrow11
William R. King;reference/knowledge/King11a
Rafael Andreu;reference/knowledge/AndreuS11
Sandra Sieber;reference/knowledge/AndreuS11
Brook Manville;reference/knowledge/Manville11
Vincent M. Ribière;reference/knowledge/RibiereR11
Juan A. Román;reference/knowledge/RibiereR11
Rodrigo Baroni de Carvalho;reference/knowledge/CarvalhoF11
Marta Araújo Tavares Ferreira;reference/knowledge/CarvalhoF11
Jörg Rech;reference/knowledge/RechFR11
Raimund L. Feldmann;reference/knowledge/RechFR11
Eric Ras;reference/knowledge/RechFR11
Marco Paukert;reference/knowledge/PaukertNH11
Claudia Niederée;reference/knowledge/PaukertNH11
Matthias Hemmje;reference/knowledge/PaukertNH11
Scott Paquette;reference/knowledge/Paquette11a
Clyde W. Holsapple;reference/knowledge/HolsappleJ11a
Kiku Jones;reference/knowledge/HolsappleJ11a
Frank Land;reference/knowledge/LandAN11
Urooj Amjad;reference/knowledge/LandAN11
Sevasti-Melissa Nolas;reference/knowledge/LandAN11
Nicolas Prat;reference/knowledge/Prat11
David Dekker;reference/knowledge/DekkerH11
Paul H. J. Hendriks;reference/knowledge/DekkerH11
Martin J. Eppler;reference/knowledge/EpplerB11
Remo Aslak Burkhard;reference/knowledge/EpplerB11
R. Maule;reference/knowledge/Maule11
Antonio Badia;reference/knowledge/Badia11
Kathleen Greenaway;reference/knowledge/GreenawayV11
David Vuong;reference/knowledge/GreenawayV11
Martin J. Eppler;reference/knowledge/Eppler11
Enrico Scarso;reference/knowledge/ScarsoB11
Ettore Bolisani;reference/knowledge/ScarsoB11
Nigel Connell;reference/knowledge/Connell11
Jeremy Aarons;reference/knowledge/Aarons11
Toshimitsu Hamasaki;reference/stat/Hamasaki11
Roberto S. Mariano;reference/stat/Mariano11
Robert M. Kunst;reference/stat/Kunst11
Joseph B. Kadane;reference/stat/Kadane11
Jonathan C. Steele;reference/stat/SteeleGYE11
Frank M. Guess;reference/stat/SteeleGYE11
Timothy M. Young;reference/stat/SteeleGYE11
David J. Edwards;reference/stat/SteeleGYE11
Asghar Ali;reference/stat/Ali11
James P. M. Ntozi;reference/stat/Ntozi11
Mary W. Gray;reference/stat/Gray11
Johan Fellman;reference/stat/Fellman11
Elisabeth D. Svensson;reference/stat/Svensson11c
Hiroyuki Uesaka;reference/stat/Uesaka11
Tarald O. Kvålseth;reference/stat/Kvalseth11b
Zhi Geng;reference/stat/Geng11
Yingcun Xia;reference/stat/Xia11
Mohammad Z. Raqab;reference/stat/Raqab11
Brajendra C. Sutradhar;reference/stat/Sutradhar11
Gavin J. S. Ross;reference/stat/Ross11
Henry C. Thode;reference/stat/Thode11
Sven Ove Hansson;reference/stat/Hansson11
H. Charles Romesburg;reference/stat/Romesburg11
Florance Matarise;reference/stat/Matarise11
Florentina T. Hristea;reference/stat/Hristea11
Nitis Mukhopadhyay;reference/stat/Mukhopadhyay11b
Jan M. Hoem;reference/stat/Hoem11b
Douglas A. Wolfe;reference/stat/Wolfe11
Walter Zucchini;reference/stat/ZucchiniCN11
Gerda Claeskens;reference/stat/ZucchiniCN11
Georges Nguefack-Tsague;reference/stat/ZucchiniCN11
Yoshihiko Maesono;reference/stat/Maesono11
Masanobu Taniguchi;reference/stat/Taniguchi11
Peter E. Kloeden;reference/stat/Kloeden11
Nitis Mukhopadhyay;reference/stat/Mukhopadhyay11
Alan Agresti;reference/stat/AgrestiK11
Maria Kateri;reference/stat/AgrestiK11
Silvia Biffignandi;reference/stat/Biffignandi11
Rolf Sundberg;reference/stat/Sundberg11
Arthur Cohen;reference/stat/Cohen11
Walter Krämer;reference/stat/Kramer11a
Vassiliy Voinov;reference/stat/VoinovN11
Mikhail Nikulin;reference/stat/VoinovN11
Matthias Fischer 0005;reference/stat/Fischer11a
Marat Ibragimov;reference/stat/IbragimovI11
Rustam Ibragimov;reference/stat/IbragimovI11
Jan Kmenta;reference/stat/Kmenta11
Bronius Grigelionis;reference/stat/Grigelionis11
Mark L. Berenson;reference/stat/Berenson11
Czeslaw Stepniak;reference/stat/Stepniak11a
Christian Heumann;reference/stat/Heumann11a
William J. Padgett;reference/stat/Padgett11
David M. Levine;reference/stat/Levine11
Roger E. Kirk;reference/stat/Kirk11
Graham Dunn;reference/stat/Dunn11b
Vlasta Bahovec;reference/stat/Bahovec11
Jörg Blasius;reference/stat/Blasius11
Christos H. Skiadas;reference/stat/Skiadas11a
H. Öztas Ayhan;reference/stat/Ayhan11
Marie Davidian;reference/stat/Davidian11
Nanny Wermuth;reference/stat/Wermuth11
Grace Wahba;reference/stat/Wahba11
Fionn Murtagh;reference/stat/Murtagh11
Shlomo S. Sawilowsky;reference/stat/Sawilowsky11a
Jasna Horvat;reference/stat/Horvat11
Thomas P. Hettmansperger;reference/stat/Hettmansperger11
Mikhail Nikulin;reference/stat/Nikulin11
Herman Chernoff;reference/stat/Chernoff11
Jasna Soldic-Aleksic;reference/stat/Soldic-AleksicS11
Rade Stankic;reference/stat/Soldic-AleksicS11
Raoul LePage;reference/stat/LePage11
Joseph F. Hair;reference/stat/Hair11
Carlo Sempi;reference/stat/Sempi11
Vassiliy Simchera;reference/stat/Simchera11
Anwar H. Joarder;reference/stat/Joarder11
Kalev Pärna;reference/stat/Parna11
Edith Seier;reference/stat/Seier11
Alastair Scott;reference/stat/ScottW11
Chris Wild;reference/stat/ScottW11
Edward L. Melnick;reference/stat/Melnick11
Theodore W. Anderson;reference/stat/Anderson11
Kimiko O. Bowman;reference/stat/BowmanS11a
L. R. Shenton;reference/stat/BowmanS11a
Vincenzo Capasso;reference/stat/Capasso11
Mia Hubert;reference/stat/HubertR11
Peter J. Rousseeuw;reference/stat/HubertR11
M. B. Rajarshi;reference/stat/Rajarshi11
Arnoldo Frigessi;reference/stat/FrigessiH11
Bernd Heidergott;reference/stat/FrigessiH11
Sung H. Park;reference/stat/Park11
Frank G. Guess;reference/stat/GuessR11
Thomas C. Redman;reference/stat/GuessR11
Yakov Nikitin;reference/stat/Nikitin11
Steve Drekic;reference/stat/Drekic11
Robert L. Mason;reference/stat/MasonY11
John C. Young;reference/stat/MasonY11
Milan Merkle;reference/stat/Merkle11a
Devendra Chhetry;reference/stat/Chhetry11
Herbert A. David;reference/stat/David11
Bruno Rémillard;reference/stat/Remillard11
Aris Spanos;reference/stat/Spanos11
Eamonn J. Keogh;reference/stat/Keogh11
Gauss M. Cordeiro;reference/stat/Cordeiro11a
Basilio de Bragança Pereira;reference/stat/Pereira11a
Kalimuthu Krishnamoorthy;reference/stat/Krishnamoorthy11
Martin Peterson;reference/stat/Peterson11
Natasa Kurnoga Zivadinovic;reference/stat/Zivadinovic11
Peter McCullagh;reference/stat/McCullagh11
Mohammad Ahsanullah;reference/stat/AhsanullahN11
Valery B. Nevzorov;reference/stat/AhsanullahN11
David Steel;reference/stat/Steel11
Simon J. Sheather;reference/stat/Sheather11
Gunter Spöck;reference/stat/SpockP11
